Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Niger,NER,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,39999.99911,1990000.01,4380000.114,4510000.229,14859999.66,15130000.11,22069999.69,22020000.46,30649999.62,33380001.07,31540000.92,40889999.39,43240001.68,70849998.47,134809997.6,137270004.3,125709999.1,95019996.64,155229995.7,172529998.8,165429992.7,191360000.6,257160003.7,173570007.3,157750000,297640014.6,303709991.5,354649993.9,371410003.7,298049987.8,387589996.3,369559997.6,356709991.5,338519989,372950012.2,272390014.6,252059997.6,333230011,292339996.3,187270004.3,209210006.7,258980011,295809997.6,481019989,548679992.7,523090026.9,541940002.4,575450012.2,615450012.2,470630004.9,741380004.9,644669982.9,891140014.6,797299987.8,917780029.3,869520019.5,952479980.5,1224699951,1308500000,1439520020,1928699951,1774969971,
Niger,NER,"Net official flows from UN agencies, UNTA (current US$)",DT.NFL.UNTA.CD,,,,,,,,,,189999.9976,209999.9934,150000.006,460000.0083,460000.0083,340000.0036,159999.9964,349999.994,349999.994,409999.9964,730000.0191,180000.0072,740000.0095,600000.0238,920000.0167,899999.9762,1379999.995,720000.0286,1269999.981,1169999.957,1620000.005,1320000.052,1600000.024,1240000.01,1960000.038,1440000.057,2990000.01,1629999.995,1950000.048,1610000.014,2450000.048,2579999.924,2150000.095,2930000.067,3250000,2559999.943,3009999.99,2059999.943,2640000.105,730000.0191,,,,,,,,,,,,,,
Niger,NER,"Net official flows from UN agencies, UNFPA (current US$)",DT.NFL.UNFP.CD,,,,,,,,,,,,,,,,,,639999.9857,,,239999.9946,70000.0003,100000.0015,490000.0095,259999.9905,469999.9988,629999.9952,850000.0238,790000.0215,930000.0072,1289999.962,1190000.057,720000.0286,1100000.024,970000.0286,1029999.971,1659999.967,2160000.086,3569999.933,1360000.014,980000.0191,2339999.914,2869999.886,3109999.895,2210000.038,1970000.029,2230000.019,1929999.948,2259999.99,2690000.057,3279999.971,3079999.924,3381104.946,3781240.94,3256081.104,3636995.316,3216452.122,2955207.109,3230570.078,3563585.758,3983269.93,3715388.775,
Niger,NER,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,,,,,,,,,,,,,,19999.99955,100000.0015,50000.00075,,,9999.999776,9999.999776,9999.999776,9999.999776,,19999.99955,39999.99911,39999.99911,39999.99911,,39999.99911,39999.99911,39999.99911,170000.0018,119999.9973,129999.9952,170000.0018,509999.9905,460000.0083,319999.9928,50000.00075,100000.0015,200000.003,289999.9917,100000.0015,,9999.999776,,,,,,,,,312943.0115,,,,,,1388522.387,10081395.15,7602729.797,
Niger,NER,"Net financial flows, RDB concessional (NFL, current US$)",DT.NFL.RDBC.CD,,,,,,,,,,,,,,,,,,1206593.1,3487614.8,3629714.6,3416549.3,3170939.3,1259930.1,7152537.1,2530568.2,10609101,20874323.2,11476066.4,4562032.9,6145966.5,2074188.8,282352.2,326945.4,-6520573.4,5488780.3,-2742095.8,256637.6,18044668.2,15730478.3,11747754.4,-371959.3,8288090,18388271.8,34533784.8,27595072.7,14734989.3,21525220.4,26573535.9,19676595,19540168.2,16364100.4,33283624.8,19279653.6,23506838.8,22373539.1,42989503.4,13062380,21151921.6,23360248.8,36790080.9,54052398.8,43863804.5,
Niger,NER,"PNG, bonds (NFL, current US$)",DT.NFL.PNGB.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"PPG, official creditors (NFL, current US$)",DT.NFL.OFFT.CD,,,,,,,,,,,11424495.4,8239484.4,8583739.5,10621181.7,18196595.2,24952106.6,22569640.4,25420527.3,39336420,66183567.2,73666456.4,135045530.1,41006371.9,100495519.1,52324073.4,66598657.3,84897028.5,132337890.8,132814103.1,84800107.6,81730459.4,23174273.1,75670620.7,68583527.6,58466318.2,21228131.6,31861673.8,64438855.1,72515915.7,49553164.9,64083184.9,64025630.2,122693598.5,102675941.6,103734727.5,106760123.1,74381161.9,72508614.7,74780520.7,189806244.8,269836934.1,720658363.1,148569105.5,201699529.5,94277556.5,358273734.1,330601943.4,273004429.7,206244220.2,327690923.1,419901532,430988099.1,
Niger,NER,"Net financial flows, IDA (NFL, current US$)",DT.NFL.MIDA.CD,,,,,,,,,,,2215000,1746000,3034000,3293000,1826000,2315000,3644000,6184000,8458000,11594000,18061000,12465000,13005000,13885000,17131000,21547000,37873000,65736000,83825000,39341000,53490000,15846000,19126000,18747000,41492000,20887000,28721000,44879000,42816000,19301000,59809000,61530000,68276000,71839000,63178000,64582000,54164000,36643000,15009000,15800000,14097000,82277000,91811000,99922000,61137000,75997000,170339000,159352000,86576000,257360000,258922000,253230000,
Niger,NER,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210973.0542,318236.798,582459.9862,497260.0043,736750.0067,263700.0084,843867.1827,802609.9801,703878.5219,439399.9875,
Niger,NER,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,,,,,,,,,,,,,,,,,,,67900000,89400000,78700000,68200000,-26300000,-17900000,-6100000,-1800000,36900000,20000000,1700000,3000000,6000000,-36000000,-20000000,-24000000,-23500000,-23800000,-23764000,-13800000,-23800000,-2036000,-2000000,-6358000,-8016000,-8016000,-6516000,-6516000,-6516000,-6515000,-6516000,-6515000,-6516000,,,,,,,,,,,,
Niger,NER,"Present value of external debt (% of exports of goods, services and primary income)",DT.DOD.PVLX.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.1724427,
Niger,NER,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,,,,,,,,,,,,19568,83730.6,203116.7,354660.2,339251.6,625828.2,52086610.6,250442437.9,106332566.9,159250893.6,113786181.9,123631340.1,66162279.2,62793931,98881991.7,122756562.4,76533616.9,105155484.7,107076768.1,153568203.2,58234933.6,84627819.2,99624848.5,39182313.7,71186948.4,44629056.4,91835168.1,66311136,79211918.4,72355651.2,34350384.7,34057010.2,38515939.2,9600059.9,40007440.7,38285334.6,261317705.2,92908793.9,130554893.4,170424407.3,154220297,94952149.1,69181376.2,64141014.3,19339666.4,35927645.8,64537752.9,60677349.5,83953766.5,48294859.9,43914759.7,
Niger,NER,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,7019432.5,7097774,16140313.6,14786947.8,14013909.4,45600452.8,56752587.8,78287232.6,106123208.8,122467243.2,94629624,84592479.2,84871627.6,73383922.7,61300250,51845020.4,60986691.6,52080664,52640840.8,60745931.7,76132183.9,81056320.9,86212251.8,92574502,119209511.2,145391762.7,150056485.2,141087529.5,40669949.6,54975317.3,65167283.4,155401521.3,157581584.7,152585435.8,163620047.2,172850601.6,201633093,236549752.6,239406665.8,286917475.7,311380152,345667676.6,497916651.6,687211771.1,
Niger,NER,"Net ODA provided, total (% of GNI)",DC.ODA.TOTL.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.808161863,4.388894604,,,,,,,,,,
Niger,NER,"Internally displaced persons, new displacement associated with disasters (number of cases)",VC.IDP.NWDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300,5600,205000,28000,540000,201000,47000,38000,46000,188000,40000,121000,276000,125000,248000
Niger,NER,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,21.39303398,,56.2189064,,51.74129486,52.23880768,52.40384674,50.96154022,42.78845978,43.26922989,39.90384674,30.33175278,33.175354,46.94835663,45.07042313,43.66197205,49.75369644,47.29064178,39.40886688,37.93103409,32.85024261,34.29951859,37.19806671,38.64734268,
Niger,NER,Voice and Accountability: Estimate,VA.EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.506181717,,-1.29401505,,-0.11989437,,-0.20416832,-0.15603061,-0.190244764,-0.283560395,-0.324552685,-0.368081421,-0.441894054,-0.737894237,-0.666964293,-0.246729359,-0.284627557,-0.306289643,-0.194567889,-0.204202279,-0.421779066,-0.43021819,-0.604213178,-0.578379989,-0.490123719,-0.387144148,
Niger,NER,High-technology exports (current US$),TX.VAL.TECH.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4864092,4619872,3285632,4737341,53489209,72921911,11881005,2506152,17879181,4241747,1839789,8778471,,
Niger,NER,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),TX.VAL.MRCH.WR.ZS,23.2,,33.33333333,27.55102041,32.0754717,32.53968254,25.57471264,28.34645669,28.85015248,27.28242583,32.35842203,34.40851817,33.50012925,33.16383818,33.70633084,22.11360373,26.06713479,18.98528533,13.64499288,8.803511695,12.44181469,17.54627017,13.6762226,13.05952297,15.95303529,17.04086775,3.744812804,4.673833139,10.93424559,12.19019431,13.63157826,25.19847854,27.18477731,24.98920673,26.03723303,19.21661955,34.17343739,28.47684479,31.63118469,39.09142965,48.2393748,45.20362917,43.59781903,40.79874627,31.10225669,29.70809254,27.00665802,17.30262725,29.79982883,30.13290551,16.52037816,11.71820381,27.61254143,34.00634801,33.38912079,22.97865915,19.72844678,82.64159882,18.38924663,47.02787503,64.90697403,,
Niger,NER,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,,,,,,,,,,,,,,,,,,,,0.260125519,,,0.00271019,,,,,,,,,,,,,0.018706352,0.010690614,0.061485818,0.00822294,0.033630555,0.009285122,,0.044770844,0.20648878,0.185898689,0.170162768,0.423625636,0.359283677,0.07169453,0.083883667,0.042069503,0.269940353,1.224114562,1.146346517,1.594291725,1.50231484,2.688764094,0.007450828,0.426679142,5.795469038,0.359713417,,
Niger,NER,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,,,,,,,,,,,,,,,0.047414938,,,,,,,,,,0.024728945,0.022468993,,0.006392295,0.016290246,,,,0.111521572,,0.005751754,0.028059528,,,,0.000908934,0.00086851,0.004721908,0.069557073,0.257767121,0.013709717,0.389113847,1.945274955,2.381248655,1.826360732,2.216044039,11.1276284,6.312925099,7.458838249,8.107719923,8.667581154,5.53859162,30.19549243,0.247880532,37.1682034,23.00599615,16.97233704,,
Niger,NER,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,2.4,,,0.510204082,0.471698113,3.174603175,0.574712644,0.787401575,0.069309676,0.406220508,0.309529074,0.106737478,0.186491377,0.912707324,0.794674354,0.248775302,0.187150963,1.065008465,5.909937734,3.549555248,6.333350397,16.54075264,0.104191761,0.17598271,0.672430775,3.378122603,0.075698846,0.137434346,0.489870958,0.571355038,0.531589961,1.661858933,1.2978323,0.69076896,0.34893976,0.474933488,1.320290785,0.336835352,0.347008083,0.2626819,0.609226056,0.394257784,0.557699035,0.580785861,0.494732804,0.735683848,0.752989623,0.622299356,0.179108899,0.320768789,2.149624127,0.684981693,1.110201895,0.578252297,1.090811742,0.967700644,1.157038133,0.489135998,0.741633579,1.912088156,2.145215939,,
Niger,NER,ICT goods exports (% of total goods exports),TX.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09786865,0.049090037,0.164704899,0.171416045,0.127532496,0.181983784,0.227520813,0.21214406,0.067053494,0.154126384,0.332433012,0.272109307,0.184471922,0.448883963,0.404599687,0.254911329,0.126284486,0.085716857,0.089337218,0.215492646,0.117864747,,
Niger,NER,Export unit value index (2015 = 100),TX.UVI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,69.86937411,49.16733733,46.57958274,45.84022428,42.88279046,38.81631895,51.01573348,59.14867649,56.5609219,49.90669579,50.64605425,46.20990351,48.79765811,34.01048898,39.18599818,43.99182814,38.81631895,35.4892059,36.96792281,35.85888512,36.96792281,35.79491116,36.21469654,39.84478774,47.84830189,59.76711372,73.16900029,110.5139087,104.3746084,92.84131557,98.96550015,120.1241839,123.93204,119.3762046,111.6924808,100,91.58559261,94.45649465,97.63915396,95.03746641,108.4161709,131.8700821,
Niger,NER,Travel services (% of commercial service imports),TM.VAL.TRVL.ZS.WT,,,,,,,,,,,,,,,6.018709184,7.535714286,9.293598234,7.974028609,8.432516755,7.637713377,6.925579068,9.745127436,7.029419422,9.348056833,8.907241124,8.355891012,11.97476135,11.14868611,10.72366087,9.824057078,10.37183029,12.14033631,11.88671083,12.30307577,17.11506069,11.06370923,28.07519312,26.06294474,24.21557166,23.23888997,20.99874961,18.81863345,12.17367296,12.56225573,8.906540859,10.94279082,8.438177494,7.972046145,11.37077798,7.300102198,10.84603158,4.557178239,4.383964857,4.784938666,8.154694625,7.270623742,9.29364219,8.214212004,8.824411413,9.65788278,7.615460755,8.847716747,
Niger,NER,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,151.0557252,129.7045802,118.6396947,82.32366412,73.39338422,93.98193384,93.72569975,79.06717557,98.40992366,92.38396947,98.92620865,90.40941476,121.7834606,95.36335878,83.45597964,94.53493844,113.3967382,94.52886615,119.1767998,103.8432539,100,104.2713504,118.4096671,157.3735319,189.7590819,238.5904189,240.1084916,290.638805,429.2185974,556.6266402,626.4253437,554.6935505,481.4657482,510.5411942,554.2148078,499.9069249,433.9973785,493.7715978,577.2151525,588.5368184,601.6876232,,
Niger,NER,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,30.88235294,,8.424908425,21.33333333,14.46153846,11.82795699,11.11111111,14.94505495,14.8000201,13.35726817,13.28513175,11.86814818,14.22051897,13.80741015,18.65291262,3.950294181,14.95355228,19.44780547,27.42887798,14.48094398,17.34413834,20.93111994,25.24472585,38.90586807,22.73726465,16.47239052,31.3219765,32.19398845,20.75506094,25.14202828,26.1065082,27.47343743,30.88904509,29.03402979,27.0220353,26.28531697,25.67223456,27.04959043,26.81715977,30.95390163,13.17487793,35.04217748,32.27230816,34.25622633,30.58324019,32.77320388,25.76100896,24.72437716,20.12445175,16.00510123,12.01567811,15.55241194,19.73114864,21.627804,17.80291457,14.55124595,15.96974432,18.64056305,16.6715898,14.18330031,13.7685423,,
Niger,NER,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,,,,,,,,,,,,,,0.002317846,0.005056634,,,,,0.001499883,0.035620897,0.051624971,0.05404988,,,,,,,,,0.027934354,0.081394058,0.057212166,0.232665984,0.091593459,0.095912895,0.246672252,0.606304255,0.322946176,0.227206829,0.329365972,0.833159253,0.598803213,0.518571605,0.888596223,1.294966993,1.604726834,1.674494444,0.878028878,0.829830124,1.230204119,0.745319919,1.222155939,1.481180176,0.790261955,0.937481471,1.624606351,2.434242493,2.499462258,3.540366775,,
Niger,NER,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,13000000,19000000,27000000,23000000,34000000,38000000,45000000,46000000,41000000,48000000,58000000,54000000,66000000,86000000,97000000,101000000,126000000,197000000,305000000,461000000,594000000,510000000,466000000,324000000,288000000,369000000,368000000,311000000,387000000,363000000,388000000,355000000,479000000,375000000,328000000,374000000,448000000,374000000,471000000,410000000,395000000,412000000,468000000,622000000,750000000,943000000,949000000,1149000000,1696000000,2200000000,2476000000,2190000000,1900000000,2018000000,2190000000,1976000000,1715000000,1952000000,2281000000,2326000000,2415000000,2741000000,2722000000
Niger,NER,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,,,,,,,,,,,,,,,8.79861152,8.785119048,8.005739514,6.49386223,6.106135891,6.182163033,7.049792679,7.383500031,7.624240011,8.328708963,8.657220529,8.460018573,5.61070467,5.558635473,5.585313941,6.377930939,4.265577982,4.627361428,4.69457915,5.801450363,2.016592415,2.573033146,2.18539161,2.677570479,2.186111761,2.402726567,2.806680659,2.111645411,2.199543935,2.061383417,2.964827529,2.175723648,3.104127344,3.272770415,3.660198368,3.51186792,5.138097116,1.296194624,0.644785556,0.336693365,1.396305102,1.493005044,1.065408438,1.22337999,1.140177297,1.113678618,1.212297603,1.036263955,
Niger,NER,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,,,5.023371973,1.475266262,0.873398852,2.938698644,2.940290748,3.409762575,2.461416263,2.081910931,2.288127272,1.461221744,2.071703582,1.448749779,2.971321087,4.008590696,0.744034833,0.437796081,0.18769227,0.39515007,,1.317125738,,,,,,,,,,,,,,0.718961416,2.019126695,3.8539863,3.605824069,2.982336343,3.779126824,3.357611283,3.013569732,4.326760163,2.958896576,4.019779353,4.494726325,4.71320883,4.707020989,3.269855145,2.129390438,2.630395488,2.769839084,2.563303143,1.427621343,1.023432639,0.983428321,1.124529816,0.683381092,1.140661853,0.946095979,1.180841755,0.709280735
Niger,NER,"Share of tariff lines with specific rates, primary products (%)",TM.TAX.TCOM.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Niger,NER,"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.56,68.56,68.95,68.95,68.95,68.95,69.28,69.28,69.28,69.28,69.28,69.28,69.28,69.28,67.88,67.88,68.13,68.13,68.13,68.13,,
Niger,NER,"Share of tariff lines with specific rates, all products (%)",TM.TAX.MRCH.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Niger,NER,"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.23,44.23,44.5,44.5,44.5,44.5,44.71,44.71,44.71,44.71,44.71,44.71,44.71,44.71,45.16,45.16,45.23,45.23,45.23,45.23,,
Niger,NER,"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Niger,NER,"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.95,36.95,37.05,37.05,37.05,37.05,37.07,37.07,37.07,37.07,37.07,37.07,37.07,37.07,36.98,36.98,36.98,36.98,36.98,36.98,,
Niger,NER,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.684439269,11.49503484,11.03620133,7.01107945,7.365267878,7.007111512,6.891248304,5.51439845,5.714054619,4.921274826,4.003031665,3.896939946,3.735568469,5.003761185,3.308311558,3.380794777,1.858643503,4.830467146,2.702211945,3.985759426,4.746572722,4.35226545,4.084751718,4.185802425,4.256236823,,,
Niger,NER,"International tourism, expenditures for passenger transport items (current US$)",ST.INT.TRNX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000000,14000000,12000000,4000000,4000000,6000000,7000000,12000000,17000000,20000000,12000000,14000000,19000000,30000000,30000000,3000000,17000000,96000000,34000000,44000000,70000000,36000000,40000000,46000000,42000000,,,
Niger,NER,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,10000,10000,10000,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Urban population,SP.URB.TOTL,202606,212405,222664,239263,257047,276004,296248,321771,349283,378840,410654,444736,481400,520914,563569,609717,659792,713942,756798,792280,829860,869377,910554,953415,998097,1044792,1093697,1144954,1197291,1240867,1286401,1333966,1383268,1435039,1489597,1547949,1609273,1672461,1738958,1808603,1881245,1956311,2024807,2096507,2171718,2250365,2332616,2418521,2508220,2602152,2700398,2802629,2910768,3023310,3141947,3270216,3408152,3554150,3708282,3872145,4045711,4230083,4427576
Niger,NER,Rural population,SP.RUR.TOTL,3294825,3390125,3488404,3583434,3679961,3777520,3876253,3972512,4068671,4164153,4259054,4352332,4444918,4538468,4633010,4729780,4828866,4930761,5053553,5194871,5343317,5496885,5653891,5813191,5975752,6142826,6314667,6491637,6674961,6875208,7084247,7300674,7524376,7758039,8003727,8265969,8540664,8821740,9115962,9422866,9741420,10075119,10431710,10804283,11195167,11604856,12032552,12479352,12946955,13435763,13947145,14480483,15043639,15629889,16230067,16857908,17513591,18183772,18868776,19571248,20287928,21022639,21780401
Niger,NER,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7,,,,,,59.7,,,,,,,,,,
Niger,NER,"Population, male",SP.POP.TOTL.MA.IN,1651968,1706918,1763599,1821852,1881448,1942200,2004197,2067624,2132008,2197065,2263043,2329498,2397004,2466265,2537329,2610894,2687544,2767904,2853297,2944506,3040671,3140836,3243825,3348983,3456927,3568331,3683306,3801992,3924368,4050884,4182727,4319112,4459780,4606508,4760553,4925075,5097742,5274708,5459930,5653148,5854008,6064010,6282467,6510942,6750283,7000404,7261337,7533650,7818388,8116165,8427645,8752209,9094942,9451592,9818188,10203110,10606660,11021796,11448927,11889761,12342370,12809135,13293383
Niger,NER,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.38177,9.68008,9.09236,10.13263,10.05544,,,,,,,,8.50614,,,,,,,,,
Niger,NER,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,2.243836991,2.358629463,2.472825692,2.588665954,2.706345516,2.809625753,2.894789524,2.971939495,3.041606978,3.106161085,3.166119411,3.22025829,3.270457783,3.320019636,3.370232218,3.423278755,3.477226587,3.531152687,3.587567679,3.646096463,3.705183856,3.764596859,3.823650079,3.881208091,3.934977816,3.983246975,4.027661735,4.070319965,4.111334571,4.148270618,4.181623587,4.210672713,4.234124623,4.254621666,4.274860042,4.294834023,4.316453849,4.343114072,4.372396428,4.40104399,4.429526888,4.459324758,4.491247196,4.526879526,4.569743585,4.618914261,4.671716208,4.729072684,4.790664449,4.853491833,4.912655768,4.960540705,4.984401699,4.970253342,4.919833171,4.902188145,4.929191727,4.958243512,4.98754059,5.015445426,5.009904458,4.970315691,4.930824799
Niger,NER,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,0.043945611,0.041543334,0.040745203,0.040657822,0.040378281,0.039856517,0.039385621,0.038914796,0.039392873,0.042286047,0.047451556,0.053980243,0.061380279,0.069163867,0.076750964,0.083944086,0.090981676,0.097886558,0.104394441,0.109970072,0.114413189,0.117922426,0.120579892,0.122950916,0.125919803,0.129846017,0.134695871,0.140405797,0.146838136,0.153449125,0.159983916,0.166364328,0.172431082,0.178314097,0.184035987,0.189513123,0.194311581,0.19832386,0.202048549,0.205205078,0.207595997,0.209403711,0.21067207,0.211507395,0.212412687,0.213689132,0.215102215,0.216669173,0.21855394,0.220879225,0.22376797,0.227074437,0.230933809,0.235018731,0.23896709,0.243238952,0.247744007,0.252148024,0.256521064,0.261104041,0.262907965,0.262062699,0.261831702
Niger,NER,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,0.286594746,0.327625235,0.378054895,0.431567663,0.478433984,0.514890305,0.54392742,0.56732967,0.584396879,0.594050754,0.59736191,0.595018702,0.587273862,0.578936469,0.576703958,0.582367821,0.593496122,0.60914916,0.627736254,0.645605831,0.661147975,0.674810192,0.686889798,0.697736205,0.70752229,0.716342749,0.724847677,0.733362115,0.741561715,0.748759406,0.754730092,0.759362382,0.7627369,0.765299643,0.767373018,0.768852593,0.769615979,0.769864046,0.769917945,0.77050052,0.771635475,0.773315707,0.775997864,0.77911875,0.782327663,0.785885255,0.790045429,0.795012644,0.800860309,0.807788683,0.815782579,0.824414485,0.833227514,0.842744099,0.852825873,0.861913142,0.867976535,0.868214875,0.855175051,0.831258084,0.805310964,0.781281957,0.763338002
Niger,NER,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,14836,15797,16751,17756,18922,20278,21808,23512,25324,27140,28919,30646,32340,34026,35724,37471,39279,41176,43193,45328,47553,49869,52260,54721,57245,59840,62556,65394,68332,71334,74382,77434,80459,83551,86806,90290,93903,97587,101448,105447,109600,113951,118483,123330,128611,134306,140382,146902,153930,161396,169148,176887,184349,190720,195357,203235,215376,227864,240752,254020,265706,275628,285738
Niger,NER,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,0.88227182,0.931441103,0.970439316,0.998103301,1.013470535,1.018815923,1.015125185,1.001881967,0.985652989,0.977054918,0.978636412,0.987935699,1.004916748,1.027200084,1.049167998,1.069137236,1.087014146,1.102075414,1.115147035,1.127111074,1.137986647,1.147724541,1.156696641,1.164581007,1.17024238,1.173476986,1.175350669,1.176446197,1.177200093,1.17802583,1.179308301,1.180515897,1.181229912,1.182223446,1.184517735,1.187632617,1.191868089,1.198124032,1.205053095,1.210991406,1.215803021,1.220242482,1.224795618,1.229755483,1.236216299,1.244351144,1.253450251,1.263541399,1.274691747,1.286249882,1.296713092,1.303220773,1.300479205,1.278564712,1.240947867,1.206083941,1.179476694,1.160694639,1.156182471,1.163456652,1.1657107,1.160304501,1.154569828
Niger,NER,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.931249773,1.943357577,1.971354094,2.009001197,2.043651841,2.070833768,2.092464894,2.10849481,2.120500195,2.131033461,2.140555499,2.148754068,2.15611822,2.162243354,2.166024255,2.167373622,2.166085023,2.161916394,2.15535462,2.147325059,2.139197818,2.131160679,2.12347393,2.117772464,2.115515248,2.116894847,2.122879412,2.134055982,2.14861909,2.163612977,2.177954169,2.192663077,2.208116075,2.224592912,2.242703533,2.261383495,2.279949606,2.299255886,2.319151442,2.338723007,2.355401123,2.364170583,2.356945412,2.315211748,2.244112952,2.176710029,2.123142833,2.082718169,2.068546493,2.076491937,2.08284202,2.082317663,2.079798272,2.076669869,2.073891653,2.07049582,2.066187931,2.061234629,2.055160925,2.047741351,2.035902207,2.019670855,2.001820654
